,genres,artist_name,name,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,cluster
218521,World,En Espíritu Y En Verdad,Espíritu Santo,39,0.0212,0.358,7.539233333333334,0.688,0.000173,0.181,-7.072,0.0409,166.085,0.187,6
230695,Soul,Erykah Badu,Soldier,41,0.0028,0.508,5.060666666666667,0.619,0.539,0.111,-7.072,0.195,91.895,0.247,0
53363,Blues,The Blues Brothers,Going Back to Miami,31,0.014,0.407,4.006216666666667,0.933,0.00147,0.979,-6.803,0.199,177.862,0.731,7
88056,Hip-Hop,Future,Freak Hoe,55,0.0568,0.773,2.9122166666666667,0.605,0.0469,0.232,-6.951,0.136,168.025,0.266,1
62864,Folk,M. Ward,You Still Believe in Me,43,0.0838,0.541,2.4033333333333333,0.375,0.678,0.0665,-13.786,0.0482,89.427,0.351,0
62150,Folk,The Who,I Can See For Miles,54,0.0399,0.346,4.14365,0.797,2.17e-05,0.0728,-7.805,0.0888,130.91,0.196,6
40739,Folk,Mt. Joy,Astrovan,63,0.866,0.548,3.1022166666666666,0.444,0.0,0.134,-9.4,0.0384,169.917,0.62,2
191093,Ska,Reel Big Fish,A Fond Adieu - Live,15,0.752,0.703,2.112216666666667,0.521,3.86e-06,0.525,-10.201,0.389,73.125,0.688,4
185418,Ska,Goldfinger,Miles Away,32,0.0024,0.227,1.9171166666666666,0.914,0.000149,0.523,-4.692,0.0807,188.627,0.609,6
24600,Electronic,Apashe,Dies Irae - Avance Remix,41,0.00775,0.537,3.641383333333333,0.907,0.00187,0.105,-1.78,0.0947,145.088,0.322,6
169766,Comedy,Matt Kirshen,Drivers,28,0.78,0.545,3.738,0.883,0.0,0.672,-6.088,0.787,52.477,0.591,4
78825,Children’s Music,Fozzy,Painless,57,4.9e-05,0.391,3.9963333333333333,0.93,0.000569,0.674,-4.16,0.0509,179.99,0.502,7
135350,Reggae,Bubaseta,Baby Girl,53,0.176,0.744,3.2052833333333335,0.509,0.0,0.194,-9.676,0.332,90.027,0.835,5
113284,Pop,Natti Natasha,La Mejor Versión de Mi,72,0.707,0.513,2.2442166666666665,0.429,0.0,0.0956,-5.856,0.0384,132.328,0.355,2
83004,Opera,Giacomo Puccini,"Puccini: Madama Butterfly, Act 1: ""Vogliatemi bene, un bene piccolino"" (Butterfly, Pinkerton)",11,0.981,0.225,7.264883333333334,0.244,0.0491,0.355,-14.382,0.0399,81.954,0.0401,9
79712,Opera,Richard Wagner,"Die Walküre, WWV 86B, Act III (Highlights): Introduction",20,0.924,0.11,1.3366666666666667,0.00106,0.892,0.123,-39.929,0.0475,78.628,0.0347,3
2709,Alternative,Rise Against,Satellite,65,0.00369,0.387,3.9762166666666667,0.94,0.0,0.0759,-4.16,0.0528,134.876,0.444,6
41531,Folk,Shovels & Rope,Birmingham,56,0.0117,0.61,4.009333333333333,0.61,0.0,0.134,-7.071,0.0337,82.523,0.442,1
78652,Children’s Music,The Revivalists,It Was A Sin,55,0.367,0.429,4.910666666666667,0.597,0.000129,0.138,-6.957,0.0367,155.828,0.131,6
29524,Anime,ClariS,Naisho No Hanashi,28,0.000957,0.516,4.340216666666667,0.921,0.488,0.0317,-4.423,0.0448,96.979,0.502,0
86223,R&B,Arin Ray,Hidden Emotions,39,0.134,0.806,2.5592,0.602,4.87e-06,0.0548,-6.88,0.0582,92.996,0.799,5
186246,Ska,Los Fabulosos Cadillacs,El Satánico Dr. Cadillac (Versión '93) - Remasterizado 2008,50,0.00432,0.562,4.27955,0.923,0.00197,0.0513,-5.166,0.0436,113.853,0.793,5
89092,Hip-Hop,Young Money,Senile,55,0.0204,0.816,3.31555,0.732,2.58e-05,0.172,-6.288,0.0457,111.993,0.306,1
47187,Blues,Lynyrd Skynyrd,You Got That Right,42,0.0244,0.537,3.7882166666666666,0.702,0.0505,0.21,-10.973,0.033,146.208,0.954,5
19544,Dance,Jamiroquai,Seven Days in Sunny June,61,0.2,0.707,3.96445,0.797,0.0,0.302,-7.143,0.0435,105.395,0.633,1
49564,Blues,Jonny Lang,Wander This World,25,0.00953,0.622,4.846216666666667,0.832,0.00018,0.114,-7.24,0.0586,97.246,0.358,5
163037,Reggaeton,Lyan,Abajo - Remix,25,0.3,0.602,6.51215,0.769,0.0,0.475,-5.126,0.318,79.904,0.638,7
91967,Hip-Hop,TobyMac,Starts With Me,53,0.0252,0.371,3.895783333333333,0.668,4.84e-05,0.0962,-6.032,0.16,83.75,0.26,1
229403,Soul,Autograf,Hope For Tomorrow,50,0.09,0.755,2.9047666666666667,0.714,0.00153,0.133,-5.284,0.0817,83.999,0.551,5
165926,Reggaeton,"Galante ""El Emperador""",Valora,23,0.0966,0.731,3.9166666666666665,0.831,0.0,0.106,-4.425,0.106,171.916,0.703,6
231826,Soul,Barry White,You See The Trouble With Me,51,5.44e-05,0.669,3.49845,0.573,0.103,0.0754,-13.525,0.0288,114.87,0.653,5
61804,R&B,Golden Vessel,"BIGBRIGHT (feat. Elkkle, E^ST & Duckwrth)",50,0.0673,0.739,4.117083333333333,0.75,0.000448,0.289,-6.616,0.137,145.049,0.408,1
214395,Country,Sam Hunt,Goodbye - Acoustic Mixtape,51,0.784,0.611,3.169783333333333,0.49,0.0,0.18,-6.599,0.0321,89.914,0.763,2
109330,Pop,Avicii,Waiting For Love,80,0.31,0.579,3.84355,0.736,0.0,0.198,-3.863,0.0527,127.999,0.613,1
164515,Reggaeton,Wisin & Yandel,Dime por Qué,29,0.15,0.811,2.46155,0.887,0.0,0.0474,-4.869,0.124,92.106,0.945,5
22411,Electronic,Apashe,Lacrimosa,56,0.0104,0.604,3.6222166666666666,0.789,0.292,0.338,-2.437,0.137,135.02,0.563,1
141987,Indie,Los Amigos Invisibles,Mentiras,68,0.00893,0.736,3.3566666666666665,0.849,0.0,0.261,-4.061,0.03,124.96,0.894,5
49230,Blues,Chuck Berry,"Memphis, Tennessee",39,0.803,0.785,2.1966666666666668,0.436,1.06e-06,0.145,-8.256,0.0412,97.613,0.814,5
39617,Electronic,Booka Shade,Night Falls,37,0.13,0.803,5.328216666666667,0.743,0.879,0.115,-9.155,0.0445,125.0,0.0849,0
152807,R&B,Meghan Trainor,Better When I'm Dancin',70,0.53,0.756,2.9377833333333334,0.789,0.000711,0.157,-7.002,0.0324,127.987,0.873,5
106192,Opera,Gaetano Donizetti,"La fille du régiment, Act I (Sung in Italian): Amici miei, che allegro giorno!",6,0.969,0.465,4.440883333333334,0.189,0.000106,0.226,-16.558,0.0515,109.63,0.303,9
102901,Children’s Music,Electric Guest,Bound To Lose,48,0.0108,0.643,3.7268833333333333,0.692,0.000215,0.0785,-6.031,0.0359,145.675,0.707,5
5776,Alternative,The Score,Under The Pressure,52,0.00416,0.487,3.4502166666666665,0.833,6.04e-05,0.241,-5.383,0.267,191.929,0.537,6
201616,Soundtrack,Trevor Morris,A World Torn Asunder (Gameplay Trailer),35,0.0739,0.243,2.0613333333333332,0.614,0.931,0.0861,-11.331,0.0492,138.089,0.0608,0
34387,Anime,Joe Hisaishi,Your Story,19,0.975,0.423,4.10975,0.12,0.963,0.107,-16.771,0.0986,63.309,0.238,3
119836,Rap,Rico Nasty,Sandy,44,0.551,0.836,2.2857166666666666,0.847,0.0,0.0999,-3.491,0.244,139.981,0.801,5
210560,World,Nicos,Secret Love,38,0.808,0.354,3.78045,0.421,0.698,0.0952,-10.753,0.035,109.925,0.0576,3
84657,R&B,Trey Songz,Gotta Go,46,0.161,0.675,4.11755,0.635,0.0,0.48,-5.356,0.0632,82.21,0.562,7
46434,Blues,The California Honeydrops,"All Day, All Night",44,0.154,0.724,2.1956166666666665,0.41,6.58e-05,0.113,-13.986,0.0757,166.264,0.533,6
202639,Soundtrack,Michael Kamen,Little John And The Band In The Forest,27,0.863,0.36,4.8711166666666665,0.126,0.736,0.18,-16.617,0.0413,120.967,0.137,3
135214,Reggae,Jimmy Cliff,Shelter Of Your Love,24,0.122,0.714,3.54,0.54,0.0,0.352,-9.078,0.0425,139.301,0.733,5
201841,Soundtrack,Ennio Morricone,"Here's to You feat. Joan Baez (From ""Sacco e Vanzetti"")",34,0.665,0.475,3.147116666666667,0.513,0.0,0.12,-10.073,0.0333,112.643,0.387,2
54083,R&B,D'Angelo,Unshaken,65,0.753,0.597,3.8783666666666665,0.285,0.0269,0.108,-18.446,0.0577,80.135,0.306,2
219201,World,Cymande,Zion I,34,0.0102,0.614,3.51,0.665,2.2e-05,0.085,-9.719,0.0404,98.795,0.84,5
56613,R&B,dvsn,Do It Well,56,0.0588,0.612,4.195833333333334,0.55,0.0,0.0909,-6.211,0.0533,144.83,0.095,1
108534,Pop,Offset,Tats On My Face,75,0.226,0.88,3.033716666666667,0.335,0.0,0.107,-8.742,0.297,140.061,0.213,1
145075,Indie,G-Eazy,Vengeance On My Mind,50,0.00753,0.496,3.465116666666667,0.786,0.0,0.208,-6.037,0.0708,172.085,0.155,6
4158,Country,Walker Hayes,Pants,38,0.102,0.657,3.6642166666666665,0.879,0.0,0.146,-5.714,0.0372,106.967,0.929,5
4814,Alternative,Natalie Grant,King Of The World,53,0.105,0.528,3.6066666666666665,0.59,0.0,0.104,-6.682,0.0352,118.031,0.106,1
131079,Reggae,Through The Roots,Bloodshot Eyes,42,0.078,0.778,4.3398666666666665,0.784,0.0,0.133,-4.77,0.0546,77.001,0.593,5
7534,Country,Lady Antebellum,Famous,41,0.662,0.553,3.8768833333333332,0.624,2.6e-05,0.086,-6.387,0.0338,76.957,0.64,2
51611,Blues,Lead Belly,Black Girl (In the Pines),26,0.961,0.588,2.1593333333333335,0.245,9.97e-05,0.149,-9.547,0.036,143.73,0.67,2
220451,World,Elevation Youth,Conquered All,30,0.000292,0.421,3.895783333333333,0.752,0.0,0.11,-6.362,0.043,148.144,0.182,6
85974,R&B,Raphael Saadiq,100 Yard Dash,47,0.436,0.895,2.3071166666666665,0.876,0.0,0.0557,-5.073,0.0394,109.724,0.927,5
187069,Ska,Toots & The Maytals,I See You,29,0.458,0.625,3.26445,0.397,5.71e-05,0.0724,-11.522,0.0541,76.119,0.674,2
193967,Movie,Shelby Flint,The Ash Grove,8,0.984,0.331,3.1133333333333333,0.121,1.04e-05,0.114,-12.544,0.0421,86.054,0.34,9
226391,Rock,Zayde Wølf,Hustler,58,0.0393,0.575,3.2462,0.857,0.0,0.0919,-4.288,0.0456,81.999,0.888,5
182587,Movie,Kristin Chenoweth,I Say a Little Prayer,30,0.704,0.507,2.82355,0.368,0.00018,0.173,-9.629,0.0669,135.117,0.601,2
83899,R&B,Twista,Adrenaline Rush,49,0.0971,0.617,3.72445,0.884,1.2e-05,0.111,-6.739,0.0672,129.435,0.346,1
143208,Indie,Chromeo,Jealous (I Ain't With It),50,0.00823,0.739,3.80045,0.82,0.0,0.2,-6.099,0.0889,127.984,0.775,5
217494,World,Will Reagan,Feeling Low (Live),32,0.168,0.316,6.701716666666667,0.66,0.00363,0.109,-6.876,0.0415,77.954,0.381,2
22631,Electronic,RL Grime,Undo,52,0.272,0.726,3.478266666666667,0.768,0.000288,0.103,-4.864,0.0403,137.927,0.433,1
18904,Dance,Paula DeAnda,Doing Too Much - Main,49,0.298,0.722,4.1207666666666665,0.668,0.0,0.341,-5.142,0.0672,141.03,0.753,5
230161,Soul,The Roots,Break You Off,49,0.056,0.546,7.457333333333334,0.71,0.19,0.111,-8.22,0.127,165.544,0.268,6
82193,Opera,Giacomo Puccini,"La Bohème / Act 4: ""In un Coupe?....O Mimi, tu piu non torni""",10,0.972,0.268,4.68155,0.218,0.0529,0.337,-17.491,0.0469,79.019,0.145,9
79997,Opera,Gioachino Rossini,La Danza,13,0.871,0.406,3.0593333333333335,0.552,0.000153,0.169,-7.357,0.0479,150.186,0.787,2
122776,Reggae,Stick Figure,Golden Hour,47,0.137,0.868,4.442483333333334,0.729,0.0126,0.232,-6.77,0.0399,138.53,0.924,5
225154,Rock,The Cars,You Might Think,57,0.141,0.71,3.0837666666666665,0.774,0.0136,0.0348,-9.335,0.0333,133.924,0.966,5
111439,Pop,Russ,Begging You,66,0.282,0.847,4.20445,0.55,0.000266,0.113,-9.285,0.3,88.017,0.529,1
172977,Comedy,Lewis Black,This Moment,18,0.839,0.521,3.921116666666667,0.849,0.0,0.972,-9.202,0.88,107.742,0.0605,4
203604,Soundtrack,Martin Phipps,"Dancing, Driving & Dying",10,0.752,0.226,4.458216666666667,0.34,0.747,0.0929,-18.924,0.0685,119.642,0.0399,3
199141,Soundtrack,Alexandre Desplat,The Will,34,0.953,0.111,3.6542166666666667,0.0343,0.873,0.11,-26.543,0.0363,92.942,0.0549,3
228062,Soul,Men I Trust,You Deserve This,48,0.726,0.559,3.082,0.422,0.667,0.0916,-8.781,0.0278,130.021,0.264,0
195032,Movie,Grégory Lemarchal,"Je suis en vie - Live à l'Olympia, Paris / 2006",19,0.0642,0.456,4.334883333333333,0.703,0.0,0.834,-7.126,0.0629,77.245,0.222,7
106038,Opera,Gioachino Rossini,"Petite messe solennelle: II, Pt. 2. Et in terra pax hominibus",11,0.977,0.2,1.78415,0.11,0.047,0.0809,-25.719,0.0411,85.597,0.207,9
61529,R&B,Da Brat,What'chu Like,52,0.017,0.879,3.686,0.681,0.0,0.0669,-8.951,0.24,99.974,0.817,5
210820,World,Phil Wickham,The First Noel,33,0.453,0.471,3.97955,0.63,0.0,0.163,-8.826,0.0336,112.96,0.429,2
88492,Hip-Hop,La Factoria,Perdóname,66,0.272,0.69,4.0411166666666665,0.814,0.0,0.234,-5.752,0.0329,95.004,0.349,1
51138,Blues,Bessie Smith,"Empty Bed Blues, Pt. 1",30,0.995,0.666,3.014,0.0613,0.00252,0.114,-12.191,0.044,84.798,0.621,2
182276,Movie,Anika Noni Rose,Down In New Orleans,31,0.625,0.628,2.457333333333333,0.443,0.0,0.217,-6.886,0.0307,137.956,0.472,2
4708,Country,Tracy Lawrence,Can't Break It to My Heart (feat. Jason Aldean),38,0.0492,0.622,2.9650666666666665,0.81,0.0,0.316,-6.091,0.0299,138.918,0.692,5
34707,Anime,Noriyasu Takeuchi,さよなら大好きな人,21,0.988,0.57,4.473116666666667,0.052,0.935,0.104,-24.411,0.0589,141.776,0.33,3
214134,Country,Cody Johnson,Give a Cowboy a Kiss,51,0.0382,0.594,5.08355,0.812,0.0,0.157,-5.04,0.033,95.992,0.56,1
55639,Movie,Dorothée,Ça donne envie de chanter,4,0.574,0.737,2.6848833333333335,0.691,0.000336,0.0935,-12.257,0.0301,139.872,0.929,5
98011,Children’s Music,Shinedown,THE HUMAN RADIO,55,0.000742,0.469,4.151116666666667,0.754,0.00514,0.165,-4.166,0.0502,171.952,0.573,6
3227,Alternative,Gin Blossoms,Til I Hear It From You,55,0.0812,0.56,3.8466666666666667,0.798,1.54e-06,0.327,-6.672,0.0316,124.397,0.675,5
203591,Soundtrack,Henry Jackman,First Flight,31,0.00372,0.267,2.5937833333333336,0.715,0.865,0.114,-9.004,0.0589,111.715,0.0354,0
77456,Children’s Music,Wild Party,OutRight,68,0.00092,0.54,2.70755,0.825,0.0,0.0488,-4.935,0.0563,148.059,0.608,6
156375,Rock,The Neighbourhood,Beat Take 1 (feat. Ghostface Killah),54,0.347,0.582,3.466,0.615,0.000182,0.103,-5.98,0.247,171.907,0.354,6
221430,World,Worship Central,Set Apart - Live,29,0.101,0.448,6.57155,0.657,0.0,0.149,-7.829,0.0371,123.947,0.142,6
15750,Dance,DJ Snake,Let Me Love You - Marshmello Remix,63,0.0199,0.661,3.0002166666666668,0.824,0.0,0.151,-3.136,0.0382,120.057,0.243,1
52551,Blues,Lucille Bogan,Man Stealer Blues,38,0.992,0.539,3.04,0.228,2.19e-06,0.126,-8.234,0.0466,84.324,0.518,2
87242,Rap,Juice WRLD,I'll Be Fine,75,0.000616,0.523,4.0699,0.678,0.0,0.142,-6.071,0.0692,159.909,0.277,1
94358,Indie,NIKI,Chilly,61,0.617,0.734,3.8333333333333335,0.271,5.27e-06,0.101,-11.932,0.382,103.241,0.237,2
17875,Dance,The Pretty Reckless,Take Me Down,54,0.00581,0.654,4.2202166666666665,0.939,0.0124,0.661,-3.829,0.0556,110.986,0.534,7
154423,Rock,The Holdup,Imperfections,51,0.024,0.7,3.61245,0.594,3.74e-05,0.113,-8.303,0.0667,166.003,0.835,5
135151,Reggae,Kings and Comrades,Not Even Time,28,0.0622,0.704,4.007633333333334,0.663,0.0359,0.344,-6.47,0.0376,154.024,0.523,6
109076,Pop,T.I.,Whatever You Like,75,0.0161,0.68,4.158883333333334,0.687,0.0,0.261,-6.162,0.0709,150.053,0.467,1
222483,Rock,Highly Suspect,Little One,60,0.0122,0.474,4.02555,0.351,7.35e-06,0.112,-7.533,0.0292,139.827,0.104,1
99862,Children’s Music,The Libertines,Can't Stand Me Now,65,0.0111,0.368,3.39555,0.935,0.00201,0.0948,-3.204,0.0587,164.425,0.558,6
65258,Folk,Brandi Carlile,Wasted,41,0.544,0.683,3.78845,0.402,1.85e-06,0.116,-8.456,0.0309,79.153,0.257,2
188813,Ska,Propagandhi,I Want U 2 Vant Me,27,0.0118,0.369,3.221783333333333,0.844,9.95e-05,0.26,-5.281,0.181,119.143,0.341,6
198595,Soundtrack,Rupert Gregson-Williams,Mary is Dead,39,0.95,0.238,1.75645,0.0301,0.908,0.103,-25.795,0.0396,75.073,0.0324,3
106961,Opera,Giacomo Puccini,Tosca - Act 2: Ov'è Angelotti? ... Ed or fra noi parliam,4,0.965,0.291,3.95,0.073,3.5e-05,0.645,-19.907,0.0587,86.581,0.12,9
67185,Hip-Hop,Lil Peep,Better Off (Dying),73,0.00835,0.521,2.58025,0.766,0.0,0.155,-4.693,0.0409,74.987,0.196,1
154793,Rock,The Strokes,Chances,55,0.365,0.561,3.6131166666666665,0.569,0.611,0.109,-9.682,0.0289,103.705,0.53,0
5065,Alternative,Stone Temple Pilots,Wicked Garden - 2017 Remaster,49,2e-05,0.216,4.087783333333333,0.914,4.81e-05,0.104,-6.54,0.0644,153.126,0.379,6
166485,Rock,Guns N' Roses,Knockin' On Heaven's Door,77,0.0211,0.496,5.6,0.739,0.00444,0.106,-7.193,0.0415,132.41,0.378,1
29744,Anime,Yuki Hayashi,ハイキュー!!,31,0.02,0.567,3.906,0.585,0.87,0.0679,-10.229,0.0273,134.972,0.371,0
143847,Indie,Arcade Fire,Crown of Love,50,0.062,0.321,4.70555,0.647,4.72e-05,0.288,-6.514,0.0274,104.345,0.287,1
118537,Rap,Drakeo the Ruler,Roll Bounce,55,0.0596,0.906,3.43965,0.253,0.000108,0.0803,-11.742,0.206,94.529,0.138,1
37307,Electronic,Flunk,Syrupsniph,33,0.0479,0.616,6.100033333333333,0.517,0.726,0.14,-9.727,0.0365,146.117,0.258,0
80382,Opera,Jean-Philippe Rameau,"Pièces de Clavessin, Suite in E minor",17,0.68,0.187,4.27555,0.417,0.729,0.346,-17.154,0.0318,91.88,0.216,3
149317,Pop,Kanye West,Lost In The World,63,0.115,0.609,4.27645,0.746,0.0087,0.427,-5.249,0.184,117.072,0.277,1
199596,Soundtrack,Kyle Dixon & Michael Stein,Eleven Is Gone,36,0.97,0.173,1.9085666666666667,0.0915,0.926,0.157,-27.723,0.0478,124.665,0.0328,3
138493,Reggae,Natural Vibrations,Hopin' and Prayin',21,0.0446,0.79,4.000883333333333,0.415,1.1e-05,0.383,-9.481,0.244,78.039,0.576,5
135645,Reggae,Bob Marley & The Wailers,Soul Almighty,29,0.00775,0.812,2.6742166666666667,0.434,0.000392,0.134,-8.158,0.137,100.463,0.693,5
6551,Alternative,LION BABE,Treat Me Like Fire,54,0.138,0.667,4.17845,0.658,0.00685,0.602,-7.71,0.0756,91.98,0.358,7
147653,Jazz,Bill Evans,We Will Meet Again (For Harry) - Remastered Version,44,0.924,0.442,4.079766666666667,0.2,0.896,0.257,-18.981,0.0396,78.834,0.228,3
61445,R&B,DJ Khaled,"Holy Key (feat. Big Sean, Kendrick Lamar & Betty Wright)",49,0.106,0.413,4.699666666666666,0.928,0.0,0.331,-3.671,0.321,83.203,0.469,1
225815,Rock,AJR,Normal,52,0.923,0.588,3.090716666666667,0.337,2.63e-06,0.159,-9.829,0.0321,95.981,0.317,2
171551,Comedy,Maria Bamford,Reality Every Day,22,0.848,0.533,1.1013333333333333,0.789,0.0,0.717,-10.125,0.95,86.755,0.43,4
56960,R&B,Kelly Rowland,Like This,59,0.00193,0.676,3.59755,0.73,0.0,0.0627,-5.963,0.267,178.117,0.489,6
126816,Classical,György Ligeti,Ligeti: Piano Etudes [Book Two]: XIII. L'escalier du diable,33,0.963,0.435,5.172,0.475,0.889,0.0761,-13.228,0.0582,103.751,0.067,3
119734,Rap,IDK,Lil Arrogant (feat. Joey Bada$$ & Russ),57,0.074,0.538,3.2596,0.708,3.58e-06,0.286,-4.451,0.389,77.079,0.532,1
107117,Opera,Georges Bizet,"Carmen, WD 31 / Act 4: ""C'est toi?"" - ""C'est moi!""",5,0.983,0.225,9.24845,0.309,0.016,0.359,-16.4,0.0629,72.128,0.161,9
212918,Country,Toby Keith,American Soldier,59,0.157,0.551,4.388883333333333,0.559,1.29e-05,0.0589,-8.238,0.0381,82.009,0.3,1
4333,Country,Overtime,Next to Me,40,0.423,0.627,3.7188833333333333,0.531,0.0,0.129,-7.637,0.0373,117.02,0.296,2
15980,Dance,Miguel,Coffee (F***ing),58,0.0165,0.543,5.234216666666667,0.667,2.69e-05,0.15,-7.333,0.0633,162.067,0.196,6
9715,Alternative,Live,Horse,9,0.0917,0.426,4.238883333333333,0.638,0.000889,0.139,-8.503,0.0305,101.792,0.343,6
185649,Ska,Swingin' Utters,Tell Them Told You So,32,0.000432,0.451,2.5357833333333333,0.985,5.4e-05,0.296,-4.39,0.0642,164.898,0.808,6
225387,Rock,Panic! At The Disco,She's A Handsome Woman,54,0.0968,0.581,3.2051166666666666,0.837,0.0,0.164,-4.769,0.0403,114.257,0.696,5
33158,Anime,Nanahira,Extream Ongaku school,18,0.0112,0.667,4.7297666666666665,0.972,0.0227,0.228,-2.46,0.103,105.046,0.348,5
32023,Anime,Takeshi Senoo,夏の旅絵巻,22,0.994,0.48,4.204666666666666,0.193,0.925,0.0807,-15.689,0.0648,113.285,0.0867,3
64854,Folk,Andy Shauf,The Worst in You,40,0.358,0.671,2.9292833333333332,0.657,0.0,0.125,-6.852,0.0236,93.479,0.849,5
29224,Anime,UVERworld,Shamrock,29,0.00172,0.463,4.197333333333333,0.887,0.0,0.149,-4.403,0.0836,169.528,0.822,6
221477,World,Kwon Jin Ah,HONEY MOON (String Ver.),27,0.975,0.612,2.2300666666666666,0.11,0.602,0.0862,-14.157,0.0423,122.881,0.437,3
222843,Rock,Whitesnake,Here I Go Again,59,0.375,0.216,5.1466666666666665,0.668,0.00318,0.296,-12.937,0.0952,174.442,0.355,6
216370,Country,Adam Doleac,Mom and Daddy's Money,43,0.297,0.66,3.53565,0.577,0.0,0.0969,-7.195,0.0328,143.895,0.487,6
56061,Movie,Bruno Pelletier,Je sais nous,4,0.314,0.721,3.5368833333333334,0.469,5.83e-05,0.0689,-7.037,0.0295,119.993,0.646,5
29561,Anime,ORANGE RANGE,Biva Rock,36,0.0408,0.364,4.109333333333334,0.743,0.0,0.967,-6.321,0.0703,140.062,0.628,7
20659,Dance,Loona,Vamos a La Playa - Radio Edit,45,0.102,0.7,2.9993333333333334,0.971,0.0,0.391,-4.481,0.0423,131.029,0.881,5
157867,Ska,Skankin' Pickle,Special Brew,30,0.0408,0.521,3.1882166666666665,0.669,0.0574,0.234,-11.445,0.051,141.473,0.983,5
119869,Rap,Ski Mask The Slump God,Rambo,55,0.0594,0.727,1.82755,0.598,0.0,0.0703,-6.68,0.0607,132.001,0.491,1
170560,Comedy,George Lopez,"Britney, Anna Nicole, And The Pool",22,0.877,0.38,5.916666666666667,0.976,2.92e-05,0.948,-7.7,0.951,91.342,0.0593,4
181499,Jazz,B.T. Express,Dancin' Dream,41,0.142,0.854,4.80555,0.737,0.0556,0.129,-6.485,0.151,114.014,0.939,5
145326,Indie,Drugdealer,Sea of Nothing,49,0.494,0.669,5.217783333333333,0.647,0.0176,0.156,-6.401,0.0345,81.018,0.211,1
217804,World,Hillsong Worship,I Give You My Heart - Live,28,0.598,0.392,5.353116666666667,0.492,6.16e-06,0.224,-6.71,0.0266,141.574,0.141,2
22066,Dance,Tycho,Source,44,0.292,0.689,4.3085,0.642,0.87,0.173,-11.697,0.045,136.977,0.173,0
30737,Anime,Aun J-Classic Orchestra,Princess Mononoke (Princess Mononoke),25,0.944,0.322,4.333116666666666,0.338,0.687,0.121,-9.554,0.0288,84.22,0.22,3
93789,Indie,Picture This,One Drink,74,0.0342,0.707,3.3453333333333335,0.771,1.79e-06,0.0684,-4.371,0.0821,94.035,0.609,1
57986,Opera,Georges Bizet,Bizet: Carmen: L'amour est un oiseau rebelle: Habanera - Act One,34,0.993,0.241,4.308883333333333,0.2,0.0638,0.315,-20.7,0.137,81.503,0.211,9
107158,Opera,Richard Wagner,"Götterdämmerung / Erster Aufzug: ""Deinem Bruder bot ich mich zum Mann""",2,0.937,0.264,3.997333333333333,0.195,0.00147,0.778,-19.36,0.0418,133.866,0.14,9
188024,Ska,Screeching Weasel,Hanging Around,25,4.14e-05,0.324,3.53035,0.949,0.0,0.4,-4.015,0.0655,112.636,0.306,7
156091,Rock,Dave Matthews Band,Tripping Billies,50,0.000496,0.569,5.007333333333333,0.932,0.0342,0.259,-5.659,0.0388,120.858,0.944,5
209737,World,Gipsy Kings,Solituda,42,0.786,0.686,2.6422166666666667,0.732,0.000285,0.665,-16.168,0.0537,113.746,0.663,7
132663,Reggae,Beres Hammond,Double Trouble,36,0.0661,0.696,3.5246666666666666,0.582,0.0,0.293,-7.539,0.233,170.08,0.749,6
184128,Movie,Riders In The Sky,Hawaiian Cowboy,13,0.833,0.8,2.80845,0.421,0.00883,0.206,-11.84,0.0362,116.97,0.908,5
141753,Indie,Haux,Ricochet,54,0.874,0.429,3.3137333333333334,0.171,0.0011,0.126,-16.311,0.0563,102.392,0.11,2
205005,Soundtrack,Junkie XL,Sacrifice,23,0.917,0.109,4.342883333333333,0.203,0.622,0.115,-15.64,0.0367,74.801,0.0351,3
41281,Folk,The Lumineers,Where The Skies Are Blue,56,0.861,0.569,2.3353333333333333,0.477,0.000485,0.0644,-6.577,0.0277,132.423,0.552,2
119672,Rap,Tory Lanez,4 Me,57,0.331,0.369,3.8031166666666665,0.444,0.0,0.152,-10.074,0.232,89.572,0.385,2
162453,Reggaeton,Calle 13,La Aguacatona,36,0.0627,0.647,4.02555,0.812,0.0,0.306,-6.784,0.428,189.812,0.914,6
209180,World,Shane & Shane,There Is a Fountain (Full of Love) [Live],40,0.751,0.489,7.482866666666666,0.376,0.00143,0.688,-10.297,0.0326,126.006,0.139,7
157026,Ska,Against Me!,True Trans Soul Rebel,42,7.22e-05,0.27,3.21355,0.976,0.0381,0.345,-3.791,0.117,167.322,0.25,6
191858,Ska,Mischief Brew,No Candlesticks,18,0.0228,0.206,4.242216666666667,0.78,3.48e-06,0.149,-6.194,0.0778,213.911,0.582,6
196730,Soul,Snoh Aalegra,Charleville 9200,42,0.142,0.423,2.6,0.564,0.000462,0.358,-8.886,0.353,171.894,0.838,6
34950,Anime,Austin Wintory,"Take Your Bow, Knave",16,0.909,0.459,3.6708833333333333,0.19,0.551,0.0838,-14.852,0.0543,115.092,0.138,9
33794,Anime,Capcom Sound Team,バージル登場,16,0.0289,0.13,1.1931166666666666,0.172,0.974,0.0869,-15.989,0.0327,93.265,0.037,3
